gene	pip	chr
NEK1	0.0455	4
CLCN3	0.0278333333333333	4
HPF1	0.0405	4
LINC02275	0.1095	4
MFAP3L	0	4
AADAT	0	4
LINC01612	0	4
LINC02431	0.0065	4
LINC02174	0	4
LOC441052	0	4
GALNTL6	0	4
GALNTL6-AS1	0	4
LOC101930370	0.0146666666666667	4
GALNT7	0	4
HMGB2	0	4
SAP30	0	4
SCRG1	0	4
HAND2	0	4
HAND2-AS1	0	4
LINC02269	0	4
LINC02268	0	4
FBXO8	0.0291666666666667	4
CEP44	0.314666666666667	4
HPGD	0	4
GLRA3	0	4
LOC101928551	0.240333333333333	4
ADAM29	0	4
GPM6A	0	4
LOC101928590	0.0515	4
WDR17	0	4
SPATA4	0	4
ASB5	0	4
SPCS3	0	4
VEGFC	0.055	4
LINC02509	0.0303333333333333	4
NEIL3	0	4
AGA	0.0391666666666667	4
LINC01098	0	4
LINC01099	0	4
LINC00290	0	4
LINC02500	0	4
TEMN3-AS1	0	4
TENM3-AS1	0	4
TENM3	0	4
DCTD	0	4
CIBAR1P2	0.0326666666666667	4
WWC2	0	4
WWC2-AS1	0.2115	4
CDKN2AIP	0	4
LOC389247	0	4
ING2	0	4
RWDD4	0	4
TRAPPC11	0	4
STOX2	0	4
ENPP6	0	4
LINC02363	0	4
LINC02362	0	4
IRF2	0	4
LINC02427	0	4
LINC02365	0	4
CASP3	0.0171666666666667	4
PRIMPOL	0	4
CENPU	0	4
ACSL1	0	4
MIR3945HG	0	4
LINC01093	0	4
HELT	0	4
LINC02436	0	4
SLC25A4	0.00283333333333333	4
CFAP97	0	4
SNX25	0.007	4
LRP2BP	5e-04	4
UFSP2	0	4
C4orf47	0	4
CCDC110	0.0416666666666667	4
LOC105377590	0	4
PDLIM3	0	4
SORBS2	0.0655	4
TLR3	0	4
FAM149A	0	4
FLJ38576	0.120666666666667	4
CYP4V2	0	4
KLKB1	0	4
F11	0	4
F11-AS1	0	4
MTNR1A	0	4
FAT1	0	4
LINC02374	0	4
LOC339975	0.0288333333333333	4
LINC02492	0	4
ZFP42	0.0368333333333333	4
TRIML2	0.048	4
TRIML1	0	4
LINC01060	0	4
LINC02508	0	4
LOC105379514	0	4
FRG1-DT	0.0065	4
FRG1	0	4
PLEKHG4B	0	5
LRRC14B	0.011	5
CCDC127	0	5
SDHA	0	5
HRAT5	0.0246666666666667	5
PDCD6-AHRR	0	5
EXOC3-AS1	0	5
EXOC3	0.0533333333333333	5
SLC9A3-AS1	0.0196666666666667	5
SLC9A3	0	5
MIR4456	0	5
LOC100996325	0	5
CEP72	0	5
TPPP	0.0273333333333333	5
ZDHHC11B	0	5
ZDHHC11	0.0125	5
BRD9	0.0943333333333333	5
TRIP13	0.00533333333333333	5
LOC100506688	0.00483333333333333	5
NKD2	0.0311666666666667	5
SLC12A7	0	5
CTD-3080P12.3	0	5
SLC6A19	0.0148333333333333	5
SLC6A18	0	5
TERT	0	5
CLPTM1L	0.028	5
LINC01511	0	5
SLC6A3	0	5
LPCAT1	0	5
SDHAP3	0.00266666666666667	5
LOC728613	0.0476666666666667	5
MIR4277	0	5
NDUFS6	0	5
LINC02116	0.0488333333333333	5
IRX4	0	5
CTD-2194D22.4	0.000666666666666667	5
LOC100506858	0	5
LSINCT5	0.0325	5
IRX2	0	5
C5orf38	0	5
LOC105374620	0	5
LINC01377	0	5
LINC01019	0.00566666666666667	5
IRX1	0	5
LINC02114	0	5
LINC01020	0	5
LINC02121	0	5
CTD-2297D10.2	0.0126666666666667	5
ADAMTS16	0.017	5
ICE1	0.0208333333333333	5
LINC02145	0.0671666666666667	5
UBE2QL1	0	5
LINC01018	0	5
NSUN2	0	5
SRD5A1	0	5
LINC02102	0	5
TENT4A	0.097	5
LINC02236	0	5
LOC442132	0	5
ADCY2	0	5
C5orf49	0	5
FASTKD3	0	5
MTRR	0	5
LINC02226	0.00133333333333333	5
MIR4458HG	0	5
LINC02199	0	5
SEMA5A	0	5
SEMA5A-AS1	0	5
SNHG18	0	5
LINC02112	0	5
ATPSCKMT	0	5
CCT5	0	5
CMBL	0	5
MARCHF6	0	5
ROPN1L	0	5
MIR6131	0.0623333333333333	5
LINC02212	0	5
LINC02213	0.0315	5
ANKRD33B	0	5
DAP	0	5
CTNND2	0	5
LINC01194	0.0525	5
LINC02220	0.0316666666666667	5
DNAH5	0	5
TRIO	0	5
OTULINL	0.0558333333333333	5
OTULIN	0	5
ANKH	0.048	5
LINC02149	0	5
FBXL7	0	5
CTD-2350J17.1	0	5
MARCHF11	0	5
LOC401176	0	5
LINC02150	0	5
ZNF622	0	5
RETREG1	0	5
LOC101929524	0	5
MYO10	0	5
BASP1-AS1	0	5
BASP1	0	5
LINC02111	0	5
LINC02217	0	5
LINC02218	0	5
H3Y1	0	5
LINC02223	0	5
CDH18	0	5
CDH18-AS1	0	5
LINC02241	0.154666666666667	5
GUSBP1	0	5
CDH12	0	5
PMCHL1	0	5
PRDM9	0	5
C5orf17	0	5
CDH10	0	5
LINC02239	0	5
LINC02228	0	5
LINC02211	0.014	5
CDH9	0	5
PURPL	0	5
LINC02103	0	5
LOC101929645	0.607166666666667	5
LINC02109	0	5
LINC02064	0	5
LOC105374704	0	5
CDH6	0	5
DROSHA	0.074	5
C5orf22	0	5
PDZD2	0	5
GOLPH3	0.00516666666666667	5
MTMR12	0	5
ZFR	0.0148333333333333	5
SUB1	0.0201666666666667	5
NPR3	0	5
LINC02120	0	5
LINC02160	0	5
TARS1	0	5
ADAMTS12	0	5
SLC45A2	0	5
C1QTNF3-AMACR	0.0135	5
RAI14	0.00233333333333333	5
TTC23L	0	5
RAD1	0	5
BRIX1	0.0173333333333333	5
DNAJC21	0	5
AGXT2	0	5
PRLR	0	5
SPEF2	0	5
IL7R	0	5
CAPSL	0.0015	5
LOC100506406	0	5
UGT3A1	0	5
UGT3A2	0.0286666666666667	5
LMBRD2	0	5
SKP2	0.00816666666666667	5
NADK2	0	5
RANBP3L	0	5
SLC1A3	0	5
NIPBL-DT	0	5
NIPBL	0.00716666666666667	5
CPLANE1	0.00916666666666667	5
NUP155	0.121	5
WDR70	0	5
GDNF	0.00133333333333333	5
GDNF-AS1	0.100333333333333	5
LINC02110	0	5
LINC02107	0	5
EGFLAM	0.0168333333333333	5
EGFLAM-AS4	0	5
EGFLAM-AS2	0.408	5
LIFR	0	5
LIFR-AS1	0	5
OSMR-AS1	0	5
OSMR	0.0301666666666667	5
RICTOR	0	5
FYB1	0	5
C9	0	5
DAB2	0	5
LINC02104	0.467833333333333	5
LINC00603	0	5
PTGER4	0	5
TTC33	0	5
PRKAA1	0	5
RPL37	0	5
CARD6	0.078	5
C7	0	5
MROH2B	0	5
C6	0.0171666666666667	5
PLCXD3	0	5
OXCT1	0	5
C5orf51	0	5
FBXO4	0	5
LOC101926960	0	5
GHR	0.0656666666666667	5
CCDC152	0	5
SELENOP	0.224666666666667	5
FLJ32255	0	5
LOC648987	0	5
LOC100132356	0.0648333333333333	5
LOC100506639	0	5
ZNF131	0.0215	5
NIM1K	0.0516666666666667	5
HMGCS1	0	5
CCL28	0	5
TMEM267	0	5
C5orf34	0.0481666666666667	5
PAIP1	0.128166666666667	5
NNT-AS1	0	5
NNT	0	5
FGF10	0	5
FGF10-AS1	0.0246666666666667	5
LINC02224	0.048	5
MRPS30-DT	0	5
MRPS30	0	5
HCN1	0	5
EMB	0	5
PARP8	0.011	5
LINC02106	0	5
LOC642366	0	5
ISL1	0	5
LINC02118	0.0741666666666667	5
PELO	0	5
ITGA1	0.007	5
ITGA2	0	5
MOCS2	0	5
LOC257396	0	5
FST	0.00516666666666667	5
NDUFS4	0	5
LINC02105	0	5
ARL15	0.015	5
LINC01033	0	5
SNX18	0.0258333333333333	5
LOC102467080	0.0428333333333333	5
ESM1	0	5
GZMK	0	5
GZMA	0	5
CDC20B	0	5
MCIDAS	0	5
DHX29	0	5
MTREX	0	5
PLPP1	0.001	5
RNF138P1	0	5
SLC38A9	0	5
DDX4	0	5
IL31RA	0.0331666666666667	5
IL6ST	0	5
FLJ31104	0	5
ANKRD55	0	5
LINC01948	0	5
C5orf67	0	5
LOC105378979	0	5
MAP3K1	0	5
SETD9	0	5
MIER3	0.0348333333333333	5
GPBP1	0	5
ACTBL2	0	5
LINCR-0003	0	5
LOC101928505	0	5
LINC02225	0	5
LINC02101	0.1575	5
PLK2	0	5
LINC02108	0	5
RAB3C	0	5
PDE4D	0	5
PART1	0	5
DEPDC1B	0	5
ELOVL7	0.000833333333333333	5
ERCC8	0	5
NDUFAF2	0.0756666666666667	5
SMIM15	0	5
SMIM15-AS1	0	5
LINC02057	0	5
ZSWIM6	0	5
C5orf64	0	5
C5orf64-AS1	0	5
KIF2A	0.067	5
DIMT1	0.016	5
IPO11	0.0901666666666667	5
IPO11-LRRC70	0	5
HTR1A	0	5
RNF180	0.308	5
RGS7BP	0	5
SHISAL2B	0.088	5
SREK1IP1	0	5
CWC27	0	5
ADAMTS6	0	5
CENPK	0	5
PPWD1	0.033	5
TRIM23	0	5
TRAPPC13	0	5
SGTB	0	5
NLN	0	5
ERBIN	0	5
SREK1	0.0148333333333333	5
LINC02229	0	5
MAST4	0	5
CD180	0	5
LINC02242	0	5
LOC101928858	0	5
LINC02219	0	5
PIK3R1	0	5
LINC02198	0	5
SLC30A5	0	5
CCNB1	0	5
CENPH	0	5
MRPS36	0	5
CDK7	0.0461666666666667	5
CCDC125	5e-04	5
AK6	0	5
RAD17	0	5
MARVELD2	0.151833333333333	5
OCLN	0	5
GTF2H2B	0.00566666666666667	5
LINC02197	0	5
BDP1	0	5
MCCC2	0	5
CARTPT	0	5
MAP1B	0	5
MRPS27	0	5
PTCD2	0.0103333333333333	5
ZNF366	0	5
LOC102503427	0	5
LINC02056	0	5
TNPO1	0	5
FCHO2	0.00333333333333333	5
TMEM171	0	5
LOC105379030	0.0375	5
TMEM174	0	5
LOC340090	0	5
LINC02230	0	5
LINC01386	0.0511666666666667	5
BTF3	0.00733333333333333	5
ANKRA2	0	5
UTP15	0	5
ARHGEF28	0.026	5
LINC01331	0.0928333333333333	5
ENC1	0	5
HEXB	0	5
GFM2	0	5
NSA2	0	5
FAM169A	0.0315	5
GCNT4	0	5
ANKRD31	0.0261666666666667	5
HMGCR	0	5
CERT1	0	5
POLK	0	5
ANKDD1B	0	5
POC5	0	5
LOC441087	0	5
SV2C	0	5
IQGAP2	0	5
F2RL2	0.00383333333333333	5
F2R	0	5
F2RL1	0	5
S100Z	0	5
CRHBP	0.0191666666666667	5
AGGF1	0	5
ZBED3	0	5
ZBED3-AS1	0.0343333333333333	5
PDE8B	0	5
WDR41	0	5
OTP	0	5
TBCA	0.0133333333333333	5
LOC101929154	0	5
AP3B1	0.0025	5
SCAMP1-AS1	0.00333333333333333	5
SCAMP1	0	5
LHFPL2	0	5
ARSB	0	5
DMGDH	0	5
BHMT2	0	5
BHMT	0	5
JMY	0	5
HOMER1	0	5
TENT2	0	5
CMYA5	0	5
LINC01455	0	5
MTX3	0	5
THBS4	0.028	5
THBS4-AS1	0	5
SERINC5	0	5
LOC644936	0	5
SPZ1	0	5
CRSP8P	0	5
ZFYVE16	0	5
FAM151B	0	5
ANKRD34B	0	5
LINC01337	0	5
DHFR	0	5
MSH3	0.0161666666666667	5
RASGRF2-AS1	0	5
RASGRF2	0.118666666666667	5
CKMT2	0.0231666666666667	5
CKMT2-AS1	0.00333333333333333	5
ZCCHC9	0.0155	5
ACOT12	0	5
SSBP2	0	5
ATG10	0.0275	5
RPS23	0	5
ATP6AP1L	0	5
MIR3977	0	5
LINC01338	0	5
TMEM167A	0	5
XRCC4	0	5
VCAN	0	5
VCAN-AS1	0.0125	5
HAPLN1	0.0346666666666667	5
EDIL3	0.0015	5
NBPF22P	0.0111666666666667	5
COX7C	0	5
LINC02059	0	5
LOC101929380	0	5
LINC01949	0.0198333333333333	5
RASA1	0.032	5
CCNH	0.0366666666666667	5
LOC644285	0	5
LINC02488	0	5
TMEM161B	0	5
TMEM161B-AS1	0.0103333333333333	5
LINC00461	0	5
MEF2C-AS2	0	5
MEF2C	0	5
MEF2C-AS1	0	5
LINC01339	0	5
CETN3	0.0035	5
MBLAC2	0	5
POLR3G	0	5
LYSMD3	0	5
ADGRV1	0	5
LUCAT1	0	5
ARRDC3	0	5
ARRDC3-AS1	0	5
NR2F1-AS1	0	5
NR2F1	0.178333333333333	5
FAM172A	0	5
POU5F2	0.048	5
KIAA0825	0	5
SLF1	0	5
MCTP1	0.0188333333333333	5
FAM81B	0	5
TTC37	0	5
ARSK	0	5
GPR150	0.0105	5
RFESD	0	5
SPATA9	0	5
RHOBTB3	0.0586666666666667	5
GLRX	0	5
LOC102724720	0.0166666666666667	5
LINC01554	0	5
ELL2	0	5
LOC101929710	0	5
PCSK1	0.0528333333333333	5
CAST	0	5
ERAP1	0	5
ERAP2	0.0453333333333333	5
LNPEP	0	5
LIX1	0	5
RIOK2	0	5
LINC01340	0	5
LINC02234	0	5
LINC01846	0	5
RGMB	0.0163333333333333	5
RGMB-AS1	0	5
CHD1	0	5
LINC02062	0	5
LINC02113	0.0085	5
LOC100133050	0	5
FAM174A	0	5
ST8SIA4	0	5
SLCO4C1	0	5
SLCO6A1	0	5
LINC00492	0	5
LINC00491	0	5
PAM	0	5
GIN1	0.00133333333333333	5
PPIP5K2	0	5
MACIR	0	5
LINC02115	0	5
NUDT12	0	5
RAB9BP1	0	5
LINC01950	0	5
EFNA5	0	5
FBXL17	0	5
LINC01023	0	5
FER	0	5
LOC285638	0	5
PJA2	0	5
MAN2A1	0.0228333333333333	5
LINC01848	0	5
TMEM232	0	5
SLC25A46	0	5
WDR36	0.0511666666666667	5
CAMK4	0.0225	5
STARD4	0.0783333333333333	5
STARD4-AS1	0	5
NREP	0	5
NREP-AS1	0	5
EPB41L4A	0.0055	5
EPB41L4A-AS1	0	5
LOC101927023	0	5
EPB41L4A-DT	0	5
LINC02200	0	5
LOC102467216	0.0538333333333333	5
APC	0	5
SRP19	0	5
REEP5	0	5
DCP2	0	5
MCC	0	5
TSSK1B	0	5
YTHDC2	0	5
KCNN2	0.00583333333333333	5
LOC101927078	0	5
TRIM36	0	5
PGGT1B	0	5
CCDC112	0	5
FEM1C	0.00483333333333333	5
LOC101927100	0	5
LOC102467217	0	5
CDO1	0	5
ATG12	0.0215	5
AP3S1	0	5
LINCADL	0	5
LVRN	0.045	5
ARL14EPL	0	5
COMMD10	0	5
LOC101927190	0	5
SEMA6A	0	5
SEMA6A-AS1	0	5
SEMA6A-AS2	0	5
LINC02214	0	5
LINC00992	0.0226666666666667	5
LINC02147	0	5
LINC02148	0.057	5
LINC02208	0.0696666666666667	5
LINC02215	0	5
DTWD2	0	5
LOC105379143	0	5
DMXL1	0	5
TNFAIP8	0	5
HSD17B4	0	5
FAM170A	0	5
PRR16	0	5
LOC102467226	0	5
FTMT	0	5
SRFBP1	0	5
LOX	0.0101666666666667	5
ZNF474	0	5
LOC100505841	0	5
SNCAIP	0.0403333333333333	5
MGC32805	0	5
LINC02201	0.0638333333333333	5
SNX2	0	5
SNX24	0.0635	5
PPIC	0	5
LOC105379152	0	5
PRDM6	0.0108333333333333	5
CEP120	0	5
CSNK1G3	0	5
LINC01170	0.00783333333333333	5
ZNF608	0.0638333333333333	5
LOC101927421	0	5
LINC02240	0.303666666666667	5
LINC02039	0.0895	5
LOC101927488	0	5
GRAMD2B	0	5
ALDH7A1	0	5
PHAX	0	5
TEX43	0	5
LMNB1-DT	0.104333333333333	5
LMNB1	0	5
MARCHF3	0	5
C5orf63	0	5
MEGF10	0	5
PRRC1	0	5
CTXN3	0	5
CCDC192	0	5
LINC01184	0	5
SLC12A2	0.136	5
FBN2	0	5
SLC27A6	0.0113333333333333	5
ISOC1	0	5
MIR4460	0	5
ADAMTS19	0	5
MINAR2	0	5
CHSY3	0	5
HINT1	0.096	5
LYRM7	0	5
CDC42SE2	0	5
RAPGEF6	0	5
FNIP1	0	5
MEIKIN	0	5
ACSL6	0.202	5
IL3	0	5
P4HA2-AS1	0	5
P4HA2	0.0723333333333333	5
PDLIM4	0.00866666666666667	5
SLC22A4	0	5
MIR3936HG	0	5
SLC22A5	0.0468333333333333	5
IRF1-AS1	0	5
RAD50	0.0481666666666667	5
TH2LCRR	0	5
IL13	0.1325	5
IL4	0.6165	5
KIF3A	0	5
CCNI2	0	5
SEPTIN8	0.0136666666666667	5
SHROOM1	0	5
GDF9	0	5
UQCRQ	0	5
AFF4	0	5
ZCCHC10	0	5
HSPA4	0	5
FSTL4	0	5
WSPAR	0	5
C5orf15	0	5
LOC105379183	0	5
VDAC1	0.0768333333333333	5
TCF7	0	5
SKP1	0	5
PPP2CA	0	5
CDKL3	0	5
UBE2B	0.0318333333333333	5
CDKN2AIPNL	0.00183333333333333	5
LOC102546229	0	5
LINC01843	0	5
JADE2	0	5
SAR1B	0.0863333333333333	5
SEC24A	0	5
CAMLG	0.0418333333333333	5
DDX46	0	5
C5orf24	0	5
TXNDC15	0	5
PCBD2	0	5
CATSPER3	0	5
PITX1	0.0215	5
C5orf66	0	5
C5orf66-AS2	0	5
MACROH2A1	0.0175	5
TIFAB	0.00733333333333333	5
NEUROG1	0	5
CXCL14	0	5
SLC25A48	0	5
IL9	0	5
FBXL21P	0	5
LECT2	0.0871666666666667	5
TGFBI	0	5
SMAD5-AS1	0	5
SMAD5	0	5
SMIM32	0	5
TRPC7	0	5
TRPC7-AS2	0	5
SPOCK1	0.0408333333333333	5
LOC105379192	0	5
KLHL3	0.0613333333333333	5
HNRNPA0	0	5
NPY6R	0	5
MYOT	0.0165	5
PKD2L2	0	5
FAM13B	0	5
LOC100130172	0	5
WNT8A	0	5
NME5	0	5
BRD8	0.024	5
KIF20A	0.0221666666666667	5
CDC23	0.0428333333333333	5
GFRA3	0	5
CDC25C	0.0418333333333333	5
LOC100128966	0.0405	5
FAM53C	0	5
KDM3B	0	5
REEP2	0.00783333333333333	5
EGR1	0	5
ETF1	0	5
HSPA9	0.026	5
LOC105379194	0	5
CTNNA1	0	5
SIL1	0	5
SNHG4	0.0138333333333333	5
MATR3	0.0116666666666667	5
PAIP2	0	5
SPATA24	0.0373333333333333	5
ECSCR	0	5
SMIM33	0.000833333333333333	5
UBE2D2	0	5
CXXC5	0	5
PSD2-AS1	0	5
PSD2	0.0108333333333333	5
NRG2	0	5
LOC101929719	0	5
CYSTM1	0	5
PFDN1	0	5
HBEGF	0	5
SLC4A9	0	5
ANKHD1-EIF4EBP3	0	5
APBB3	0.102833333333333	5
SLC35A4	0.009	5
TMCO6	0.014	5
IK	0	5
WDR55	0	5
HARS1	0	5
HARS2	0	5
PCDHA1	0	5
PCDHA2	0	5
PCDHA3	0.039	5
PCDHA4	0.0566666666666667	5
PCDHA5	0	5
PCDHA9	0	5
PCDHA10	0	5
LOC112267934	0.07	5
PCDHAC1	0	5
LOC101926905	0	5
PCDHB1	0.0216666666666667	5
PCDHB2	0	5
PCDHB3	0	5
PCDHB4	0.0618333333333333	5
PCDHB5	0	5
PCDHB6	0	5
PCDHB17P	0	5
PCDHB7	0	5
PCDHB16	0.0181666666666667	5
PCDHB9	0	5
PCDHB10	0	5
PCDHB11	0	5
PCDHB13	0	5
PCDHB14	0.0248333333333333	5
PCDHB18P	0	5
PCDHB19P	0.0523333333333333	5
PCDHB15	0.0141666666666667	5
SLC25A2	0.0175	5
TAF7	0	5
PCDHGA1	0	5
PCDHGA2	0	5
PCDHGB2	0	5
PCDHGB3	0	5
PCDHGA6	0	5
PCDHGB4	0	5
PCDHGA8	5e-04	5
PCDHGB5	0	5
PCDHGA10	0.0225	5
PCDHGA11	0	5
PCDHGB8P	0	5
PCDHGA12	0.354166666666667	5
DIAPH1	0	5
DIAPH1-AS1	0	5
HDAC3	0	5
RELL2	0	5
FCHSD1	0	5
ARAP3	0	5
PCDH1	0	5
DELE1	0	5
PCDH12	0.0493333333333333	5
RNF14	0.0163333333333333	5
GNPDA1	0	5
NDFIP1	0	5
SPRY4	0.0205	5
SPRY4-AS1	0	5
FGF1	0	5
LINC01844	0	5
ARHGAP26	0	5
ARHGAP26-AS1	0.0236666666666667	5
NR3C1	0.0496666666666667	5
HMHB1	0	5
YIPF5	0	5
KCTD16	0.0331666666666667	5
PRELID2	0.0816666666666667	5
GRXCR2	0	5
SH3RF2	0	5
PLAC8L1	0	5
LARS1	0	5
RBM27	0	5
TCERG1	0	5
GPR151	0	5
PPP2R2B	0.142	5
PPP2R2B-IT1	0	5
STK32A-AS1	0	5
STK32A	0.013	5
DPYSL3	0	5
JAKMIP2-AS1	0	5
JAKMIP2	0	5
SPINK1	0	5
SCGB3A2	0.02	5
C5orf46	0	5
SPINK5	0	5
SPINK14	0	5
SPINK6	0	5
MARCOL	0	5
LOC102546294	0	5
FBXO38	0.0315	5
HTR4	0	5
ADRB2	0	5
SH3TC2	0	5
SH3TC2-DT	0.015	5
ABLIM3	0	5
AFAP1L1	0.037	5
GRPEL2-AS1	0	5
PCYOX1L	0	5
IL17B	0.0281666666666667	5
CARMN	0	5
CSNK1A1	0	5
ARHGEF37	0	5
PPARGC1B	0	5
PDE6A	0	5
SLC26A2	0	5
TIGD6	0.065	5
HMGXB3	0	5
CSF1R	0.016	5
PDGFRB	0	5
CDX1	0	5
SLC6A7	0.0586666666666667	5
CAMK2A	0.0535	5
ARSI	0	5
TCOF1	0	5
CD74	0.00116666666666667	5
RPS14	0	5
NDST1-AS1	0.0313333333333333	5
NDST1	0	5
SYNPO	0	5
MYOZ3	0	5
RBM22	0	5
DCTN4	0.9475	5
SMIM3	0	5
IRGM	0	5
ZNF300P1	0	5
GPX3	0	5
TNIP1	0	5
ANXA6	0	5
CCDC69	0.120833333333333	5
LOC105378230	0	5
GM2A	0.036	5
SLC36A3	0	5
SLC36A2	0	5
SLC36A1	0.0848333333333333	5
FAT2	0	5
SPARC	0	5
CLMAT3	0	5
ATOX1	0	5
LOC100652758	0	5
G3BP1	0.0301666666666667	5
GLRA1	0.0148333333333333	5
LINC01933	0	5
NMUR2	0	5
LINC01470	0	5
GRIA1	0	5
LINC01861	0	5
FAM114A2	0.0055	5
MFAP3	0	5
GALNT10	0.0996666666666667	5
SAP30L-AS1	0	5
SAP30L	0	5
HAND1	0.1155	5
LARP1	0	5
FAXDC2	0	5
CNOT8	0	5
GEMIN5	0	5
MRPL22	0	5
SGCD	0	5
PPP1R2B	0	5
TIMD4	0	5
HAVCR1	0.155166666666667	5
HAVCR2	0	5
MED7	0.0416666666666667	5
FAM71B	0	5
ITK	0	5
CYFIP2	0.0423333333333333	5
FNDC9	0	5
LOC102724404	0	5
NIPAL4	0	5
ADAM19	0	5
SOX30	0	5
C5orf52	0	5
THG1L	0.0755	5
LSM11	0	5
CLINT1	0	5
LINC02227	0	5
EBF1	0.0253333333333333	5
LINC02202	0	5
RNF145	0	5
LINC01932	0	5
UBLCP1	0	5
IL12B	0	5
LOC285626	0	5
LINC01845	0	5
LINC01847	0.0183333333333333	5
ADRA1B	0	5
TTC1	0	5
PWWP2A	0	5
FABP6	0	5
CCNJL	0	5
C1QTNF2	0	5
SLU7	0	5
PTTG1	0	5
MIR3142HG	0.0366666666666667	5
ATP10B	0	5
LINC02159	0	5
GABRB2	0	5
GABRA6	0	5
GABRA1	0	5
LINC01202	0	5
GABRG2	0	5
NUDCD2	0	5
HMMR	0	5
HMMR-AS1	0	5
MAT2B	0	5
LINC02143	0	5
LOC102546299	0	5
LINC01947	0	5
TENM2	0.00783333333333333	5
LOC101927908	0	5
WWC1	0	5
RARS1	0	5
PANK3	0	5
SLIT3	0	5
SLIT3-AS2	0	5
SLIT3-AS1	0.0173333333333333	5
SPDL1	0	5
DOCK2	0	5
INSYN2B	0	5
FOXI1	0	5
LINC01187	0.0148333333333333	5
C5orf58	0	5
LCP2	0	5
LOC100128059	0.0365	5
LINC01366	0	5
KCNIP1	0.00766666666666667	5
KCNMB1	0	5
KCNIP1-OT1	0	5
KCNIP1-AS1	0.0065	5
GABRP	0	5
RANBP17	0	5
SNORA70J	0	5
NPM1	0	5
FGF18	0	5
SMIM23	0	5
FBXW11	0.0263333333333333	5
STK10	0.0416666666666667	5
EFCAB9	0	5
UBTD2	0	5
LOC100288254	0.317166666666667	5
SH3PXD2B	0	5
LINC01944	0	5
NEURL1B	0	5
LOC101928093	0	5
DUSP1	0.0408333333333333	5
ERGIC1	0	5
LOC100268168	0	5
RPL26L1	0.0478333333333333	5
ATP6V0E1	0	5
CREBRF	0.0906666666666667	5
BNIP1	0	5
NKX2-5	0.003	5
MIR12118	0.00283333333333333	5
STC2	0	5
LOC285593	0	5
BOD1	0	5
LINC01942	0.0188333333333333	5
LINC01484	0	5
LINC01485	0	5
CPEB4	0	5
C5orf47	0	5
NSG2	0	5
LINC01411	0	5
MSX2	0	5
MIR4634	0	5
LINC01951	0	5
SFXN1	0	5
HRH2	0.0185	5
CPLX2	0	5
LOC100996385	0	5
FAM153B	0	5
LOC100507387	0.0431666666666667	5
LOC643201	0.00566666666666667	5
SIMC1	0.229166666666667	5
KIAA1191	0.0265	5
ARL10	0	5
CLTB	0	5
FAF2	0	5
RNF44	0.214166666666667	5
CDHR2	0	5
GPRIN1	0	5
SNCB	0.0371666666666667	5
EIF4E1B	0	5
TSPAN17	0	5
UNC5A	0	5
HK3	0	5
UIMC1	0	5
ZNF346	0	5
NSD1	0	5
PRELID1	0.151166666666667	5
LMAN2	0	5
RGS14	0	5
SLC34A1	0	5
F12	0	5
GRK6	0	5
PRR7-AS1	0.0223333333333333	5
PRR7	0	5
DBN1	0	5
PDLIM7	0.0748333333333333	5
DOK3	0	5
DDX41	0	5
FAM193B	0	5
TMED9	0	5
B4GALT7	0	5
LOC202181	0.037	5
FAM153A	0	5
LOC728554	0	5
LOC100128340	0	5
PROP1	0	5
FAM153CP	0	5
N4BP3	0	5
RMND5B	0	5
GMCL2	0	5
HNRNPAB	0	5
PHYKPL	0	5
COL23A1	0	5
CLK4	0	5
ZNF354A	0.0125	5
AACSP1	0	5
ZNF354B	0	5
ZFP2	0.00166666666666667	5
ZNF454	0.038	5
GRM6	0	5
ZNF879	0.0858333333333333	5
ZNF354C	0	5
ADAMTS2	0	5
RUFY1	0	5
RUFY1-AS1	0	5
HNRNPH1	0	5
C5orf60	0	5
LOC105377763	0.0361666666666667	5
CBY3	0	5
CANX	0	5
MAML1	0	5
LTC4S	0	5
MGAT4B	0	5
SQSTM1	0.106	5
MRNIP	0	5
TBC1D9B	0	5
RNF130	0.0148333333333333	5
RASGEF1C	0	5
MAPK9	0	5
GFPT2	0	5
CNOT6	0	5
FLT4	0	5
LINC02222	0	5
MGAT1	0	5
LINC00847	0.0201666666666667	5
ZFP62	0	5
BTNL8	0	5
BTNL3	0	5
BTNL9	0	5
OR2V2	0.0411666666666667	5
TRIM7	0	5
MIR4638	0.0368333333333333	5
TRIM41	0	5
RACK1	0	5
CTC-338M12.4	0.0628333333333333	5
TRIM52	0	5
TRIM52-AS1	0.0106666666666667	5
LINC00266-3	0	6
LOC285766	0	6
IRF4	0	6
EXOC2	0	6
LOC101927691	0	6
LINC01622	0	6
FOXF2	0	6
FOXCUT	0.00333333333333333	6
GMDS	0	6
GMDS-DT	0	6
LINC01600	0	6
LINC02521	0	6
MYLK4	0	6
WRNIP1	0	6
SERPINB1	0.002	6
SERPINB9P1	0	6
LOC101927730	0	6
SERPINB9	0.0855	6
SERPINB6	0.00283333333333333	6
LINC01011	0	6
NQO2	0	6
HTATSF1P2	0.0118333333333333	6
LOC101927759	0	6
RIPK1	0.024	6
BPHL	0	6
TUBB2A	0	6
LINC02525	0	6
TUBB2B	0	6
LOC100422781	0	6
PSMG4	0	6
SLC22A23	0	6
LOC643327	0.126333333333333	6
PXDC1	0.00683333333333333	6
