chr	gene	PIP
chr5	STK10	0.0495247623811906
chr8	ZFAT	0.0495247623811906
chr12	LINC02396	0.0492746373186593
chr18	DSEL	0.0492746373186593
chr20	CTCFL	0.0492746373186593
chr4	LINC02505	0.0492746373186593
chr5	SPZ1	0.0492746373186593
chr5	RPL26L1	0.0492746373186593
chr6	AFDN	0.0492746373186593
chr7	DPY19L1P1	0.0492746373186593
chr9	DNLZ	0.0492746373186593
chr10	KIAA1217	0.0490245122561281
chr12	CD27-AS1	0.0490245122561281
chr12	HIGD1C	0.0490245122561281
chr14	VIPAS39	0.0490245122561281
chr15	CHRFAM7A	0.0490245122561281
chr2	DLX2	0.0490245122561281
chr21	SETD4	0.0490245122561281
chr22	ZC3H7B	0.0490245122561281
chr22	MIR4535	0.0490245122561281
chr3	LINC02037	0.0490245122561281
chr6	CCHCR1	0.0490245122561281
chr6	PRICKLE4	0.0490245122561281
chr7	GALNTL5	0.0490245122561281
chr8	LINC01111	0.0490245122561281
chr15	SEMA6D	0.0487743871935968
chr15	NTRK3	0.0487743871935968
chr16	SDR42E2	0.0487743871935968
chr18	LINC01443	0.0487743871935968
chr22	H1-0	0.0487743871935968
chr22	MIRLET7BHG	0.0487743871935968
chr18	ANKRD62	0.0485242621310655
chr19	APLP1	0.0485242621310655
chr6	TREML3P	0.0485242621310655
chr8	FGFR1	0.0485242621310655
chr12	LOC374443	0.0482741370685343
chr12	SLC15A5	0.0482741370685343
chr13	OR7E156P	0.0482741370685343
chr13	LOC102723968	0.0482741370685343
chr15	DNAJA4	0.0482741370685343
chr18	C18orf25	0.0482741370685343
chr22	MYO18B	0.0482741370685343
chr3	UBA3	0.0482741370685343
chr3	RABL3	0.0482741370685343
chr5	PLCXD3	0.0482741370685343
chr7	MTERF1	0.0482741370685343
chr8	PNMA2	0.0482741370685343
chr9	C9orf135-DT	0.0482741370685343
chr10	PBLD	0.048024012006003
chr11	ARNTL	0.048024012006003
chr12	CCNT1	0.048024012006003
chr13	GPALPP1	0.048024012006003
chr15	ZNF774	0.048024012006003
chr22	ZNF70	0.048024012006003
chr7	FAM126A	0.048024012006003
chr8	DENND3	0.048024012006003
chr9	SLC25A25-AS1	0.048024012006003
chr12	KLRF1	0.0477738869434717
chr14	MTA1	0.0477738869434717
chr15	MFGE8	0.0477738869434717
chr19	ETFB	0.0477738869434717
chr21	LINC00314	0.0477738869434717
chr4	GNPDA2	0.0477738869434717
chr4	FAM241A	0.0477738869434717
chr6	OR5V1	0.0477738869434717
chr8	HR	0.0477738869434717
chr8	TNFRSF10A	0.0477738869434717
chr9	C9orf85	0.0477738869434717
chr11	FOLH1	0.0475237618809405
chr14	NDRG2	0.0475237618809405
chr20	TMEM230	0.0475237618809405
chr4	SULT1E1	0.0475237618809405
chr4	MIR2054	0.0475237618809405
chr5	PDE6A	0.0475237618809405
chr6	ZFP57	0.0475237618809405
chr7	CYP51A1	0.0475237618809405
chr10	GAD2	0.0472736368184092
chr10	DMBT1	0.0472736368184092
chr16	ZKSCAN2	0.0472736368184092
chr18	IER3IP1	0.0472736368184092
chr3	EIF4G1	0.0472736368184092
chr4	F11	0.0472736368184092
chr7	TMEM184A	0.0472736368184092
chr10	ACADSB	0.0470235117558779
chr12	OAS2	0.0470235117558779
chr13	GPC6-AS1	0.0470235117558779
chr16	RPS2	0.0470235117558779
chr17	CEP95	0.0470235117558779
chr19	GMIP	0.0470235117558779
chr2	AAK1	0.0470235117558779
chr3	VGLL3	0.0470235117558779
chr7	LINC01287	0.0470235117558779
chr8	PLAG1	0.0470235117558779
chr10	RBM17	0.0467733866933467
chr12	CTDSP2	0.0467733866933467
chr15	CHASERR	0.0467733866933467
chr15	LINC01197	0.0467733866933467
chr20	MHENCR	0.0467733866933467
chr21	LINC01692	0.0467733866933467
chr22	APOL1	0.0467733866933467
chr22	TPTEP2	0.0467733866933467
chr7	TYW1	0.0467733866933467
chr10	DNAJC9-AS1	0.0465232616308154
chr13	DOCK9	0.0465232616308154
chr20	KIF3B	0.0465232616308154
chr5	TBC1D9B	0.0465232616308154
chr10	ACBD7-DCLRE1CP1	0.0462731365682841
chr12	SLC15A4	0.0462731365682841
chr14	GLRX5	0.0462731365682841
chr15	BCL2L10	0.0462731365682841
chr15	LOC100128108	0.0462731365682841
chr20	LINC00266-1	0.0462731365682841
chr21	CXADR	0.0462731365682841
chr5	LINC02145	0.0462731365682841
chr7	LINC00525	0.0462731365682841
chr9	C9orf129	0.0462731365682841
chr13	SLC25A30	0.0460230115057529
chr14	SYNJ2BP	0.0460230115057529
chr14	LINC02299	0.0460230115057529
chr18	CNDP2	0.0460230115057529
chr2	LOC105373394	0.0460230115057529
chr2	SNRNP200	0.0460230115057529
chr20	FITM2	0.0460230115057529
chr9	LOC101928786	0.0460230115057529
chr12	KLRF2	0.0457728864432216
chr13	SMIM2-IT1	0.0457728864432216
chr13	LINC01044	0.0457728864432216
chr13	CDC16	0.0457728864432216
chr14	AMN	0.0457728864432216
chr19	HDGFL2	0.0457728864432216
chr2	ANKRD20A8P	0.0457728864432216
chr2	SUMO1	0.0457728864432216
chr20	TBC1D20	0.0457728864432216
chr20	MIR646HG	0.0457728864432216
chr21	DYRK1A	0.0457728864432216
chr21	LINC01423	0.0457728864432216
chr7	USP42	0.0457728864432216
chr7	CUX1	0.0457728864432216
chr8	MBOAT4	0.0457728864432216
chr13	LINC00430	0.0455227613806903
chr18	BOD1L2	0.0455227613806903
chr19	LOC105372441	0.0455227613806903
chr20	SCP2D1-AS1	0.0455227613806903
chr3	CCDC12	0.0455227613806903
chr5	NPR3	0.0455227613806903
chr6	OPN5	0.0455227613806903
chr17	PITPNA	0.0452726363181591
chr19	HNRNPUL1	0.0452726363181591
chr2	AQP12B	0.0452726363181591
chr20	PTPRT	0.0452726363181591
chr20	STK4-AS1	0.0452726363181591
chr4	PDE6B	0.0452726363181591
chr5	CREBRF	0.0452726363181591
chr10	CYP26C1	0.0450225112556278
chr11	CAPN1	0.0450225112556278
chr13	NBEA	0.0450225112556278
chr13	LINC00347	0.0450225112556278
chr17	LOC100287072	0.0450225112556278
chr21	LRRC3-DT	0.0450225112556278
chr21	ITGB2	0.0450225112556278
chr3	HEMK1	0.0450225112556278
chr4	SLC9B1	0.0450225112556278
chr5	ADRB2	0.0450225112556278
chr6	LINC00326	0.0450225112556278
chr13	LINC01049	0.0447723861930965
chr15	GOLGA8M	0.0447723861930965
chr15	USP3-AS1	0.0447723861930965
chr15	EFL1	0.0447723861930965
chr17	LINC02210-CRHR1	0.0447723861930965
chr18	TMEM241	0.0447723861930965
chr22	MICALL1	0.0447723861930965
chr4	APBB2	0.0447723861930965
chr4	DDIT4L	0.0447723861930965
chr4	LOC729870	0.0447723861930965
chr7	PDIA4	0.0447723861930965
chr10	AGAP10P	0.0445222611305653
chr11	LOC440040	0.0445222611305653
chr14	TMEM30B	0.0445222611305653
chr15	ANP32A-IT1	0.0445222611305653
chr17	LINC01989	0.0445222611305653
chr18	VAPA	0.0445222611305653
chr18	MPPE1	0.0445222611305653
chr19	PPP2R1A	0.0445222611305653
chr21	DSCR9	0.0445222611305653
chr3	TRIM71	0.0445222611305653
chr4	SCD5	0.0445222611305653
chr9	PRSS3	0.0445222611305653
chr10	FGFR2	0.044272136068034
chr15	KBTBD13	0.044272136068034
chr21	MAP3K7CL	0.044272136068034
chr3	IL17RD	0.044272136068034
chr8	ATP6V1H	0.044272136068034
chr11	BIRC2	0.0440220110055028
chr12	CLEC4A	0.0440220110055028
chr12	VPS33A	0.0440220110055028
chr13	FLT1	0.0440220110055028
chr13	LOC105370203	0.0440220110055028
chr16	MT1B	0.0440220110055028
chr17	LINC02078	0.0440220110055028
chr19	ZNF559-ZNF177	0.0440220110055028
chr19	CILP2	0.0440220110055028
chr22	HORMAD2-AS1	0.0440220110055028
chr12	RPAP3	0.0437718859429715
chr12	NOS1	0.0437718859429715
chr15	ASB7	0.0437718859429715
chr16	IQCK	0.0437718859429715
chr16	DPEP2NB	0.0437718859429715
chr18	ANKRD20A5P	0.0437718859429715
chr10	RASGEF1A	0.0435217608804402
chr13	ALOX5AP	0.0435217608804402
chr13	LINC01047	0.0435217608804402
chr16	FENDRR	0.0435217608804402
chr20	KCNG1	0.0435217608804402
chr21	BTG3-AS1	0.0435217608804402
chr21	IFNGR2	0.0435217608804402
chr5	MRPS36	0.0435217608804402
chr12	MGP	0.043271635817909
chr13	RAP2A	0.043271635817909
chr15	CRABP1	0.043271635817909
chr16	ECI1	0.043271635817909
chr17	RAB11FIP4	0.043271635817909
chr22	LINC01644	0.043271635817909
chr3	LINC00901	0.043271635817909
chr4	LINC01091	0.043271635817909
chr9	FOXB2	0.043271635817909
chr9	LOC100129316	0.043271635817909
chr9	ZNF484	0.043271635817909
chr10	CELF2-AS1	0.0430215107553777
chr12	COL2A1	0.0430215107553777
chr14	BDKRB1	0.0430215107553777
chr14	ATG2B	0.0430215107553777
chr16	GLIS2	0.0430215107553777
chr17	ZNF232-AS1	0.0430215107553777
chr20	SLC17A9	0.0430215107553777
chr4	LOC101928978	0.0430215107553777
chr5	SH3TC2	0.0430215107553777
chr9	RORB	0.0430215107553777
chr9	FKTN	0.0430215107553777
chr12	ITGA7	0.0427713856928464
chr15	MIR6085	0.0427713856928464
chr18	GAPLINC	0.0427713856928464
chr19	ZNF441	0.0427713856928464
chr19	PSG11	0.0427713856928464
chr3	MAP3K13	0.0427713856928464
chr6	HCG11	0.0427713856928464
chr6	RIMS1	0.0427713856928464
chr15	HMGN2P46	0.0425212606303152
chr15	FOXB1	0.0425212606303152
chr16	CFDP1	0.0425212606303152
chr17	FAM117A	0.0425212606303152
chr18	SNRPD1	0.0425212606303152
chr22	RBX1	0.0425212606303152
chr4	ADGRA3	0.0425212606303152
chr4	LINC02232	0.0425212606303152
chr4	PLRG1	0.0425212606303152
chr5	DDX46	0.0425212606303152
chr8	RAD54B	0.0425212606303152
chr9	MAMDC2	0.0425212606303152
chr13	LINC01050	0.0422711355677839
chr13	NAXD	0.0422711355677839
chr14	NFATC4	0.0422711355677839
chr16	CTCF	0.0422711355677839
chr17	CDR2L	0.0422711355677839
chr22	IFT27	0.0422711355677839
chr3	POGLUT1	0.0422711355677839
chr12	SCN8A	0.0420210105052526
chr14	TMEM229B	0.0420210105052526
chr16	CMTM3	0.0420210105052526
chr18	SMAD2	0.0420210105052526
chr19	AKT2	0.0420210105052526
chr2	NCAPH	0.0420210105052526
chr21	AIRE	0.0420210105052526
chr4	SCOC-AS1	0.0420210105052526
chr5	MEF2C-AS1	0.0420210105052526
chr7	IKZF1	0.0420210105052526
chr10	GSTO1	0.0417708854427214
chr11	LDHA	0.0417708854427214
chr12	RAD52	0.0417708854427214
chr12	KCCAT198	0.0417708854427214
chr15	INSYN1	0.0417708854427214
chr17	KRT36	0.0417708854427214
chr19	ZNF420	0.0417708854427214
chr20	LINC01270	0.0417708854427214
chr20	STX16-NPEPL1	0.0417708854427214
chr21	LOC101928107	0.0417708854427214
chr3	SCN10A	0.0417708854427214
chr5	PFDN1	0.0417708854427214
chr8	BAALC	0.0417708854427214
chr11	LINC02749	0.0415207603801901
chr16	BAIAP3	0.0415207603801901
chr16	SMG1P5	0.0415207603801901
chr20	SPINT3	0.0415207603801901
chr21	MIR548XHG	0.0415207603801901
chr22	TMEM184B	0.0415207603801901
chr3	CLDN11	0.0415207603801901
chr6	BTN2A2	0.0415207603801901
chr7	TRY2P	0.0415207603801901
chr8	BRF2	0.0415207603801901
chr12	GPRC5D-AS1	0.0412706353176588
chr20	PREX1	0.0412706353176588
chr20	HAR1B	0.0412706353176588
chr22	SNORD140	0.0412706353176588
chr22	SULT4A1	0.0412706353176588
chr4	SRD5A3	0.0412706353176588
chr14	C14orf39	0.0410205102551276
chr14	MIR493	0.0410205102551276
chr18	NDUFV2-AS1	0.0410205102551276
chr19	OR10H5	0.0410205102551276
chr22	DGCR5	0.0410205102551276
chr5	LINC02109	0.0410205102551276
chr13	FARP1	0.0407703851925963
chr13	CUL4A	0.0407703851925963
chr14	EXD2	0.0407703851925963
chr17	RUNDC1	0.0407703851925963
chr18	RALBP1	0.0407703851925963
chr18	FAM210A	0.0407703851925963
chr22	LINC01638	0.0407703851925963
chr3	RETNLB	0.0407703851925963
chr8	DCTN6	0.0407703851925963
chr8	TEX15	0.0407703851925963
chr9	IFNW1	0.0407703851925963
chr10	TAF3	0.040520260130065
chr10	PDCD11	0.040520260130065
chr10	PLEKHS1	0.040520260130065
chr14	SUSD6	0.040520260130065
chr15	PCAT29	0.040520260130065
chr20	PRPF6	0.040520260130065
chr21	POTED	0.040520260130065
chr22	GGT1	0.040520260130065
chr5	GTF2H2B	0.040520260130065
chr9	CCDC183	0.040520260130065
chr12	STAT6	0.0402701350675338
chr13	C1QTNF9	0.0402701350675338
chr16	C16orf87	0.0402701350675338
chr18	CDH2	0.0402701350675338
chr19	BTBD2	0.0402701350675338
chr19	C19orf44	0.0402701350675338
chr4	DNAJB14	0.0402701350675338
chr6	COL11A2	0.0402701350675338
chr12	CSAD	0.0400200100050025
chr12	NEUROD4	0.0400200100050025
chr14	KLC1	0.0400200100050025
chr15	MESP2	0.0400200100050025
chr18	NARS1	0.0400200100050025
chr21	PSMG1	0.0400200100050025
chr21	B3GALT5-AS1	0.0400200100050025
chr21	HSF2BP	0.0400200100050025
chr21	LINC01678	0.0400200100050025
chr21	CFAP410	0.0400200100050025
chr22	SMC1B	0.0400200100050025
chr3	THRB-AS1	0.0400200100050025
chr8	LOC105377777	0.0400200100050025
chr9	WDR5	0.0400200100050025
chr13	BRCA2	0.0397698849424712
chr15	RPS27L	0.0397698849424712
chr15	HIGD2B	0.0397698849424712
chr18	LINC01915	0.0397698849424712
chr2	GAL3ST2	0.0397698849424712
chr20	SIRPA	0.0397698849424712
chr20	NAA20	0.0397698849424712
chr20	PCMTD2	0.0397698849424712
chr22	GRAP2	0.0397698849424712
chr3	FANCD2	0.0397698849424712
chr6	LOC101929297	0.0397698849424712
chr7	EPHB4	0.0397698849424712
chr9	INSL6	0.0397698849424712
chr15	ALPK3	0.03951975987994
chr16	SCNN1B	0.03951975987994
chr18	LINC00907	0.03951975987994
chr2	LOC100996637	0.03951975987994
chr2	POLR1B	0.03951975987994
chr21	LINC01683	0.03951975987994
chr4	LINC02353	0.03951975987994
chr4	UGT2A3	0.03951975987994
chr5	GABRP	0.03951975987994
chr5	CTC-338M12.4	0.03951975987994
chr6	UBR2	0.03951975987994
chr8	TDRP	0.03951975987994
chr9	SHC3	0.03951975987994
chr10	PPA1	0.0392696348174087
chr10	LINC00856	0.0392696348174087
chr12	HOXC12	0.0392696348174087
chr14	SMOC1	0.0392696348174087
chr18	RNF125	0.0392696348174087
chr19	CCER2	0.0392696348174087
chr19	FAM71E1	0.0392696348174087
chr20	OCSTAMP	0.0392696348174087
chr5	PRLR	0.0392696348174087
chr6	SCUBE3	0.0392696348174087
chr6	SDHAF4	0.0392696348174087
chr11	RRAS2	0.0390195097548774
chr12	PPP1R1A	0.0390195097548774
chr13	LINC00327	0.0390195097548774
chr13	COG3	0.0390195097548774
chr14	RNF212B	0.0390195097548774
chr15	WHAMM	0.0390195097548774
chr16	ARLNC1	0.0390195097548774
chr18	CCDC68	0.0390195097548774
chr18	MBP	0.0390195097548774
chr20	BMP7-AS1	0.0390195097548774
chr21	LCA5L	0.0390195097548774
chr22	ZMAT5	0.0390195097548774
chr4	HPSE	0.0390195097548774
chr7	LOC646588	0.0390195097548774
chr9	LOC651337	0.0390195097548774
chr10	ZMIZ1	0.0387693846923462
chr17	SLC9A3R1	0.0387693846923462
chr21	LINC00158	0.0387693846923462
chr22	TUBGCP6	0.0387693846923462
chr5	HAVCR1	0.0387693846923462
chr8	MTDH	0.0387693846923462
chr14	RDH11	0.0385192596298149
chr15	BLOC1S6	0.0385192596298149
chr15	MAPK6-DT	0.0385192596298149
chr17	UBE2G1	0.0385192596298149
chr17	ASGR1	0.0385192596298149
chr17	MRPL12	0.0385192596298149
chr2	LINC02612	0.0385192596298149
chr21	TTC3-AS1	0.0385192596298149
chr21	COL18A1	0.0385192596298149
chr3	C3orf84	0.0385192596298149
chr4	RNF4	0.0385192596298149
chr10	OR13A1	0.0382691345672836
chr12	LINC02401	0.0382691345672836
chr21	HSPA13	0.0382691345672836
chr22	PICK1	0.0382691345672836
chr6	LOC101928516	0.0382691345672836
chr6	OSTCP1	0.0382691345672836
chr7	AZGP1P1	0.0382691345672836
chr10	LINC02643	0.0380190095047524
chr10	PLCE1	0.0380190095047524
chr12	SP7	0.0380190095047524
chr17	ALDH3A2	0.0380190095047524
chr17	TRAF4	0.0380190095047524
chr21	LINC01689	0.0380190095047524
chr5	MCIDAS	0.0380190095047524
chr5	LMNB1-DT	0.0380190095047524
chr8	CASC11	0.0380190095047524
chr12	DPPA3	0.0377688844422211
chr12	BCDIN3D-AS1	0.0377688844422211
chr14	FAM181A	0.0377688844422211
chr15	SLC30A4	0.0377688844422211
chr22	LINC01399	0.0377688844422211
chr3	EIF2B5	0.0377688844422211
chr5	NR3C1	0.0377688844422211
chr12	LINC02458	0.0375187593796898
chr12	LOC105369921	0.0375187593796898
chr13	ZDHHC20	0.0375187593796898
chr13	ABHD13	0.0375187593796898
chr20	SLC4A11	0.0375187593796898
chr20	MAPRE1	0.0375187593796898
chr22	FBLN1	0.0375187593796898
chr4	LINC02233	0.0375187593796898
chr6	PRDM1	0.0375187593796898
chr6	NCOA7-AS1	0.0375187593796898
chr10	FLJ37201	0.0372686343171586
chr14	LOC112268136	0.0372686343171586
chr15	GABPB1	0.0372686343171586
chr16	GOT2	0.0372686343171586
chr18	ATP5F1A	0.0372686343171586
chr19	IGFL2	0.0372686343171586
chr21	C21orf58	0.0372686343171586
chr22	RTN4R	0.0372686343171586
chr22	LINC01640	0.0372686343171586
chr22	PACSIN2	0.0372686343171586
chr3	CLDN1	0.0372686343171586
chr4	LNX1-AS2	0.0372686343171586
chr9	GALT	0.0372686343171586
chr10	PANK1	0.0370185092546273
chr11	POLD3	0.0370185092546273
chr13	PCDH17	0.0370185092546273
chr18	LINC00470	0.0370185092546273
chr18	DLGAP1-AS4	0.0370185092546273
chr2	INO80D	0.0370185092546273
chr22	KCNJ4	0.0370185092546273
chr3	UBXN7	0.0370185092546273
chr7	CZ1P-ASNS	0.0370185092546273
chr7	SSBP1	0.0370185092546273
chr8	LETM2	0.0370185092546273
chr9	DOLPP1	0.0370185092546273
chr12	MGST1	0.036768384192096
chr16	TAF1C	0.036768384192096
chr18	POLI	0.036768384192096
chr19	STXBP2	0.036768384192096
chr19	LOC105376917	0.036768384192096
chr19	ZNF544	0.036768384192096
chr21	KRTAP11-1	0.036768384192096
chr21	DNMT3L	0.036768384192096
chr22	SEPTIN5	0.036768384192096
chr3	PLD1	0.036768384192096
chr7	CBX3	0.036768384192096
chr7	AASS	0.036768384192096
chr7	OR2F2	0.036768384192096
chr8	PI15	0.036768384192096
chr9	ZBTB26	0.036768384192096
chr10	LOC101928994	0.0365182591295648
chr10	PDZD8	0.0365182591295648
chr11	SIPA1	0.0365182591295648
chr14	OR4K15	0.0365182591295648
chr14	POMT2	0.0365182591295648
chr17	SLC43A2	0.0365182591295648
chr20	ZGPAT	0.0365182591295648
chr3	DPPA2	0.0365182591295648
chr3	ZBTB20-AS3	0.0365182591295648
chr3	LOC101929130	0.0365182591295648
chr3	TNK2-AS1	0.0365182591295648
chr4	LINC01378	0.0365182591295648
chr8	MRPL15	0.0365182591295648
chr9	LOC100133077	0.0365182591295648
chr10	SHLD2	0.0362681340670335
chr20	GHRH	0.0362681340670335
chr21	LINC01436	0.0362681340670335
chr21	RSPH1	0.0362681340670335
chr3	CDV3	0.0362681340670335
chr4	LOC101928551	0.0362681340670335
chr5	MACIR	0.0362681340670335
chr5	ACSL6	0.0362681340670335
chr6	RPS6KA2-IT1	0.0362681340670335
chr7	EPHA1-AS1	0.0362681340670335
chr8	GSDMC	0.0362681340670335
chr10	LINC00710	0.0360180090045022
chr11	CHID1	0.0360180090045022
chr12	CLEC2D	0.0360180090045022
chr13	LINC00408	0.0360180090045022
chr16	CYLD	0.0360180090045022
chr17	HS3ST3A1	0.0360180090045022
chr17	SUMO2	0.0360180090045022
chr18	SLC14A2	0.0360180090045022
chr18	RNF165	0.0360180090045022
chr19	ZNF493	0.0360180090045022
chr2	NCKAP5	0.0360180090045022
chr22	SDC4P	0.0360180090045022
chr3	VEPH1	0.0360180090045022
chr4	NUDT6	0.0360180090045022
chr5	ADGRV1	0.0360180090045022
chr5	RGMB	0.0360180090045022
chr6	LOC285847	0.0360180090045022
chr7	GSAP	0.0360180090045022
chr8	RECQL4	0.0360180090045022
chr9	LCN10	0.0360180090045022
chr10	RBP3	0.035767883941971
chr10	LOXL4	0.035767883941971
chr18	DLGAP1	0.035767883941971
chr21	DIP2A	0.035767883941971
chr22	SUN2	0.035767883941971
chr4	LINC02262	0.035767883941971
chr7	NDUFB2	0.035767883941971
chr9	SLC25A51	0.035767883941971
chr15	ST20-AS1	0.0355177588794397
chr4	CCNI	0.0355177588794397
chr8	RAB11FIP1	0.0355177588794397
chr9	DNM1	0.0355177588794397
chr9	CFAP77	0.0355177588794397
chr10	NUTM2D	0.0352676338169085
chr11	SCGB2A1	0.0352676338169085
chr13	URAD	0.0352676338169085
chr14	KLHDC1	0.0352676338169085
chr18	ENOSF1	0.0352676338169085
chr19	RAB8A	0.0352676338169085
chr19	BRSK1	0.0352676338169085
chr19	NLRP11	0.0352676338169085
chr2	LOC729254	0.0352676338169085
chr21	CFAP298-TCP10L	0.0352676338169085
chr21	TSPEAR	0.0352676338169085
chr22	CRYBB2	0.0352676338169085
chr22	NFAM1	0.0352676338169085
chr6	ZNF311	0.0352676338169085
chr12	TNFRSF1A	0.0350175087543772
chr12	SLC5A8	0.0350175087543772
chr14	CGRRF1	0.0350175087543772
chr16	PDP2	0.0350175087543772
chr18	ELP2	0.0350175087543772
chr8	VXN	0.0350175087543772
chr9	DENND1A	0.0350175087543772
chr9	POMT1	0.0350175087543772
chr10	LINC02623	0.0347673836918459
chr11	SPTBN2	0.0347673836918459
chr11	NTM	0.0347673836918459
chr14	HECTD1	0.0347673836918459
chr22	TANGO2	0.0347673836918459
chr22	NCF4	0.0347673836918459
chr5	NBPF22P	0.0347673836918459
chr7	LMTK2	0.0347673836918459
chr8	DEFB135	0.0347673836918459
chr9	ACO1	0.0347673836918459
chr9	UCK1	0.0347673836918459
chr10	FFAR4	0.0345172586293147
chr11	KCTD21	0.0345172586293147
chr13	ANKRD20A19P	0.0345172586293147
chr13	POMP	0.0345172586293147
chr14	PNP	0.0345172586293147
chr18	LINC01902	0.0345172586293147
chr19	PTBP1	0.0345172586293147
chr21	IFNAR2	0.0345172586293147
chr4	SRP72	0.0345172586293147
chr6	VNN2	0.0345172586293147
chr7	HOXA11-AS	0.0345172586293147
chr10	NEURL1-AS1	0.0342671335667834
chr11	PTS	0.0342671335667834
chr12	CACNA1C-AS1	0.0342671335667834
chr12	CBX5	0.0342671335667834
chr12	CPM	0.0342671335667834
chr13	AMER2	0.0342671335667834
chr13	LINC00376	0.0342671335667834
chr15	ADAMTSL3	0.0342671335667834
chr2	STK25	0.0342671335667834
chr20	NCOA6	0.0342671335667834
chr10	GDI2	0.0340170085042521
chr10	DYDC2	0.0340170085042521
chr12	A2M-AS1	0.0340170085042521
chr13	MYO16	0.0340170085042521
chr15	RPP25	0.0340170085042521
chr15	FSD2	0.0340170085042521
chr16	FHOD1	0.0340170085042521
chr16	ACD	0.0340170085042521
chr19	GEMIN7-AS1	0.0340170085042521
chr20	DEFB123	0.0340170085042521
chr3	SRGAP3-AS4	0.0340170085042521
chr5	TCERG1	0.0340170085042521
chr12	LINC02381	0.0337668834417209
chr13	SKA3	0.0337668834417209
chr15	NPTN-IT1	0.0337668834417209
chr15	AKAP13	0.0337668834417209
chr16	CLUAP1	0.0337668834417209
chr19	S1PR5	0.0337668834417209
chr20	SDCBP2-AS1	0.0337668834417209
chr21	LINC02573	0.0337668834417209
chr21	RRP1B	0.0337668834417209
chr21	SUMO3	0.0337668834417209
chr21	PRMT2	0.0337668834417209
chr22	USP18	0.0337668834417209
chr22	MLC1	0.0337668834417209
chr3	EHHADH-AS1	0.0337668834417209
chr9	GCNT1	0.0337668834417209
chr15	STARD9	0.0335167583791896
chr16	NOD2	0.0335167583791896
chr17	KRT28	0.0335167583791896
chr18	MYO5B	0.0335167583791896
chr21	AGPAT3	0.0335167583791896
chr22	TPTEP1	0.0335167583791896
chr3	SLC25A20	0.0335167583791896
chr3	FAM107A	0.0335167583791896
chr4	GBA3	0.0335167583791896
chr5	OCLN	0.0335167583791896
chr6	FOXCUT	0.0335167583791896
chr8	LOC100130027	0.0335167583791896
chr9	GBA2	0.0335167583791896
chr9	ABCA2	0.0335167583791896
chr10	MAT1A	0.0332666333166583
chr13	LATS2	0.0332666333166583
chr13	PCDH9-AS2	0.0332666333166583
chr14	EAPP	0.0332666333166583
chr15	KNSTRN	0.0332666333166583
chr15	SORD	0.0332666333166583
chr16	DEXI	0.0332666333166583
chr16	GPR139	0.0332666333166583
chr17	WBP2	0.0332666333166583
chr2	LINC02580	0.0332666333166583
chr20	CSNK2A1	0.0332666333166583
chr21	USP16	0.0332666333166583
chr3	CD200R1L-AS1	0.0332666333166583
chr3	PRR23A	0.0332666333166583
chr7	DPY19L2P3	0.0332666333166583
chr11	CCKBR	0.0330165082541271
chr12	LINC02417	0.0330165082541271
chr14	ACOT6	0.0330165082541271
chr17	MGAT5B	0.0330165082541271
chr18	ZADH2	0.0330165082541271
chr2	SUPT7L	0.0330165082541271
chr22	SLC5A4-AS1	0.0330165082541271
chr3	SLMAP	0.0330165082541271
chr3	TMEM45A	0.0330165082541271
chr6	ESR1	0.0330165082541271
chr7	DNAJB9	0.0330165082541271
chr13	FAM124A	0.0327663831915958
chr15	NPAP1	0.0327663831915958
chr15	ASB9P1	0.0327663831915958
chr19	RPS11	0.0327663831915958
chr20	EFCAB8	0.0327663831915958
chr20	TPD52L2	0.0327663831915958
chr21	LINC01679	0.0327663831915958
chr22	CECR7	0.0327663831915958
chr5	GEMIN5	0.0327663831915958
chr6	TAAR6	0.0327663831915958
chr7	LOC101927769	0.0327663831915958
chr8	ZNF703	0.0327663831915958
chr8	LACTB2-AS1	0.0327663831915958
chr10	FAM13C	0.0325162581290645
chr11	TPP1	0.0325162581290645
chr12	ETV6	0.0325162581290645
chr12	PCED1B-AS1	0.0325162581290645
chr13	MED4	0.0325162581290645
chr13	PCDH8	0.0325162581290645
chr13	LINC00550	0.0325162581290645
chr14	LINC00648	0.0325162581290645
chr14	ATL1	0.0325162581290645
chr15	SORD2P	0.0325162581290645
chr15	MAPK6	0.0325162581290645
chr16	VPS4A	0.0325162581290645
chr20	TMC2	0.0325162581290645
chr20	MGME1	0.0325162581290645
chr21	LINC01548	0.0325162581290645
chr21	DSCR8	0.0325162581290645
chr22	ATF4	0.0325162581290645
chr22	BIK	0.0325162581290645
chr4	STAP1	0.0325162581290645
chr5	ANKRD34B	0.0325162581290645
chr5	REEP2	0.0325162581290645
chr7	BCL7B	0.0325162581290645
chr8	LOC101929269	0.0325162581290645
chr8	OC90	0.0325162581290645
chr9	TOPORS	0.0325162581290645
chr9	ZBTB43	0.0325162581290645
chr12	FBRSL1	0.0322661330665333
chr15	AGBL1-AS1	0.0322661330665333
chr17	CARD14	0.0322661330665333
chr18	PSMG2	0.0322661330665333
chr18	PCAT18	0.0322661330665333
chr19	COX6B2	0.0322661330665333
chr20	SIRPD	0.0322661330665333
chr21	LINC00308	0.0322661330665333
chr7	NME8	0.0322661330665333
chr8	PPP1R3B	0.0322661330665333
chr8	DOCK5	0.0322661330665333
chr8	SNX16	0.0322661330665333
